ccaa;gender;diputado;grupo;partido;provincia;legislatura;cargo;handle;;twitter account;;Partido gobierno autonomico;gobierno_auto;gobierno_central;
GALICIA;0;Conde López, Francisco José;Gpopular;PP;LUGO;X;;;;;;PP;1;1;
GALICIA;1;Egerique Mosquera, Teresa;Gpopular;PP;PONTEVEDRA;X;;;;temtem23;;PP;1;1;
GALICIA;0;Fernández Gil, César Manuel;Gpopular;PP;OURENSE;X;;;;CesarRibadavia;;PP;1;1;
GALICIA;0;Fernández Prado, Martín;Gpopular;PP;A CORUÑA;X;;;;;;PP;1;1;
GALICIA;1;García Míguez, María Ángeles;Gpopular;PP;PONTEVEDRA;X;;;;Mariangami;;PP;1;1;
GALICIA;0;Gómez Salgado, Carlos;Gpopular;PP;OURENSE;X;;;;;;PP;1;1;
GALICIA;0;González Vázquez, José;Gpopular;PP;OURENSE;X;;;;jgonzavazquez;;PP;1;1;
GALICIA;0;López Crespo, Carlos Enrique;Gpopular;PP;A CORUÑA;X;;;;;;PP;1;1;
GALICIA;1;Mato Otero, Beatriz;Gpopular;PP;A CORUÑA;X;;;;BeatrizMato2017;;PP;1;1;
GALICIA;0;Moreira Ferro, Jacobo;Gpopular;PP;PONTEVEDRA;X;;;;JacoboMoreiraFe;;PP;1;1;
GALICIA;0;Mouriño Villar, Antonio;Gpopular;PP;OURENSE;X;;;;;;PP;1;1;
GALICIA;1;Murillo Solís, María Guadalupe;Gpopular;PP;PONTEVEDRA;X;;;;;;PP;1;1;
GALICIA;1;Novo Fariña, María Isabel;Gpopular;PP;PONTEVEDRA;X;;;;;;PP;1;1;
GALICIA;1;Nóvoa Iglesias, Marta;Gpopular;PP;OURENSE;X;;;;MartaNovoaMarta;;PP;1;1;
GALICIA;0;Núñez Centeno, Aurelio Alfonso;Gpopular;PP;A CORUÑA;X;;;;AurelioNez;;PP;1;1;
GALICIA;0;Núñez Feijóo, Alberto;Gpopular;PP;PONTEVEDRA;X;;;;FeijooGalicia;;PP;1;1;
GALICIA;0;Pazos Couñago, José Alberto;Gpopular;PP;PONTEVEDRA;X;;;;pazos_alberto;;PP;1;1;
GALICIA;1;Prado del Río, Paula;Gpopular;PP;A CORUÑA;X;Portavoz suplente;;;paulapra2;;PP;1;1;
GALICIA;0;Puy Fraga, Pedro;Gpopular;PP;A CORUÑA;X;Portavoz;;;;;PP;1;1;
GALICIA;1;Quintana Carballo, Rosa María;Gpopular;PP;A CORUÑA;X;;;;;;PP;1;1;
GALICIA;0;Rey Varela, José Manuel;Gpopular;PP;A CORUÑA;X;;;;JoseManuelRey;;PP;1;1;
GALICIA;1;Rodríguez Arias, Marta;Gpopular;PP;PONTEVEDRA;X;Portavoz suplente;;;MartaVilagarcia;;PP;1;1;
GALICIA;1;Rodríguez Barreira, María Julia;Gpopular;PP;LUGO;X;;;;;;PP;1;1;
GALICIA;0;Rodríguez Pérez, Moisés;Gpopular;PP;PONTEVEDRA;X;;;;MoisesRodrgue71;;PP;1;1;
GALICIA;1;Rodríguez-Vispo Rodríguez, Marta María;Gpopular;PP;OURENSE;X;;;;;;PP;1;1;
GALICIA;1;Romero Fernández, Cristina Isabel;Gpopular;PP;OURENSE;X;;;;cristinaourense;;PP;1;1;
GALICIA;0;Rueda Valenzuela, Alfonso;Gpopular;PP;PONTEVEDRA;X;;;;ARueda68;;PP;1;1;
GALICIA;1;Salorio Porral, María Soraya;Gpopular;PP;A CORUÑA;X;;;;SorayaSalorio;;PP;1;1;
GALICIA;0;Santalices Vieira, Miguel Ángel;Gpopular;PP;OURENSE;X;;;;;;PP;1;1;
GALICIA;0;Tellado Filgueira, Miguel Ángel;Gpopular;PP;A CORUÑA;X;Portavoz suplente;;;Mtelladof;;PP;1;1;
GALICIA;0;Trenor López, Gonzalo;Gpopular;PP;A CORUÑA;X;;;;gonzalotrenor;;PP;1;1;
GALICIA;0;Varela Suanzes-Carpegna, Daniel Luis;Gpopular;PP;LUGO;X;;;;;;PP;1;1;
GALICIA;1;Vázquez Domínguez, Sandra;Gpopular;PP;LUGO;X;;;;sandravazdom;;PP;1;1;
GALICIA;0;Vega Pérez, Daniel;Gpopular;PP;LUGO;X;;;;;;PP;1;1;
GALICIA;1;Barahona Martín, Magdalena;Grupo En Marea;EM;A CORUÑA;X;;;;Magda_Barahona;;PP;0;0;
GALICIA;0;Cal Ogando, Marcos;Grupo En Marea;EM;PONTEVEDRA;X;;;;marcoscal_;;PP;0;0;
GALICIA;0;Casal Vidal, Francisco;Grupo En Marea;EM;A CORUÑA;X;;;;panchocasal;;PP;0;0;
GALICIA;0;Chao Pérez, Luca;Grupo En Marea;EM;A CORUÑA;X;;;;LucaChao_;;PP;0;0;
GALICIA;1;Cuña Bóveda, María de los Ángeles;Grupo En Marea;EM;OURENSE;X;;;;Anxelescunha;;PP;0;0;
GALICIA;0;Lago Peñas, José Manuel;Grupo En Marea;EM;A CORUÑA;X;;;;ManuelLagoP;;PP;0;0;
GALICIA;0;Merlo Lorenzo, Juan José;Grupo En Marea;EM;PONTEVEDRA;X;;;;JMERL0;;PP;0;0;
GALICIA;1;Quinteiro Araújo, Paula;Grupo En Marea;EM;PONTEVEDRA;X;;;;pau_qa;;PP;0;0;
GALICIA;0;Rodríguez Estévez, David;Grupo En Marea;EM;OURENSE;X;;;;DavideManzaneda;aparece como diputado y tiene nombre pero el handle no coincide con los apellidos;PP;0;0;
GALICIA;0;Sánchez García, Antón;Grupo En Marea;EM;A CORUÑA;X;Portavoz suplente;;;AntonSanchezG;;PP;0;0;
GALICIA;1;Santos Queiruga, Carmen;Grupo En Marea;EM;PONTEVEDRA;X;Portavoz suplente;;;CarmenSantosQ;;PP;0;0;
GALICIA;1;Solla Fernández, Eva;Grupo En Marea;EM;PONTEVEDRA;X;Vicepresidenta Parlamento;;;eva_solla;;PP;0;0;
GALICIA;1;Vázquez Verao, Paula;Grupo En Marea;EM;LUGO;X;;;;paulaverao;;PP;0;0;
GALICIA;0;Villares Naveira, Luis;Grupo En Marea;EM;LUGO;X;Portavoz;;;VillaresLuis;;PP;0;0;
GALICIA;0;Álvarez Martínez, Luis Manuel;Grupo Socialista;PSdeG;LUGO;X;Portavoz suplente;;;;;PP;0;0;
GALICIA;1;Blanco Rodríguez, Noela;Grupo Socialista;PSdeG;OURENSE;X;Portavoz suplente;;;Noelablanco;;PP;0;0;
GALICIA;1;Burgo López, María de la Concepción;Grupo Socialista;PSdeG;LUGO;X;;;;;;PP;0;0;
GALICIA;0;Díaz Villoslada, Juan Manuel;Grupo Socialista;PSdeG;A CORUÑA;X;;;;juan_villoslada;;PP;0;0;
GALICIA;0;Fernández Fernández, Raúl;Grupo Socialista;PSdeG;OURENSE;X;;;;;;PP;0;0;
GALICIA;0;Fernández Leiceaga, Xoaquín María;Grupo Socialista;PSdeG;A CORUÑA;X;Portavoz;;;XoaquiFLeiceaga;;PP;0;0;
GALICIA;0;Losada Álvarez, Abel Fermín;Grupo Socialista;PSdeG;PONTEVEDRA;X;;;;AbelLosada;;PP;0;0;
GALICIA;0;Pérez Seco, José Manuel;Grupo Socialista;PSdeG;A CORUÑA;X;;;;;;PP;0;0;
GALICIA;1;Pierres López, María Luisa;Grupo Socialista;PSdeG;PONTEVEDRA;X;;;;;;PP;0;0;
GALICIA;0;Quiroga Díaz, José Antonio;Grupo Socialista;PSdeG;LUGO;X;;;;;;PP;0;0;
GALICIA;1;Rodríguez Rumbo, Matilde Begoña;Grupo Socialista;PSdeG;A CORUÑA;X;;;;begonacerceda;;PP;0;0;
GALICIA;1;Toja Suárez, María Dolores;Grupo Socialista;PSdeG;A CORUÑA;X;;;;loli_toja_laxe;;PP;0;0;
GALICIA;0;Torrado Quintela, Julio;Grupo Socialista;PSdeG;PONTEVEDRA;X;;;;juliotq;;PP;0;0;
GALICIA;1;Vilán Lorenzo, Patricia;Grupo Socialista;PSdeG;PONTEVEDRA;X;Portavoz suplente;;;patrivilan;;PP;0;0;
GALICIA;0;Bará Torres, Xosé Luis;Grupo BNG;BNG;PONTEVEDRA;X;;;;LuisBaraGz;;PP;0;0;
GALICIA;1;Pontón Mondelo, Ana Belén;Grupo BNG;BNG;A CORUÑA;X;Portavoz;;;anaponton;;PP;0;0;
GALICIA;1;Prado Cores, María Montserrat;Grupo BNG;BNG;PONTEVEDRA;X;Portavoz suplente;;;montseprado;;PP;0;0;
GALICIA;1;Presas Bergantiños, Noa;Grupo BNG;BNG;OURENSE;X;;;;noaourense;;PP;0;0;
GALICIA;0;Rivas Cruz, José Luis;Grupo BNG;BNG;A CORUÑA;X;;;;;;PP;0;0;
GALICIA;1;Rodil Fernández, Olalla;Grupo BNG;BNG;LUGO;X;Portavoz suplente;;;orodil;;PP;0;0;
CEUTA;0;Excmo. Sr. D. Juan Jesús Vivas Lara (PP);GP Partido Popular;PP;ÚNICA;VI;Presidente Asamblea;;;JuanJVivas;;PP;1;1;
CEUTA;1;Excma. Sra. Dª. Rocío Salcedo López (PP);GP Partido Popular;PP;ÚNICA;VI;Vicepresidenta primera mesa;;;Rocisalcedo;;PP;1;1;
CEUTA;1;Ilma. Sra. Dª. María Isabel Deu del Olmo;GP Partido Popular;PP;ÚNICA;VI;;;;mdeudel1;;PP;1;1;
CEUTA;0;Ilmo. Sr. D. Emilio Carreira Ruiz;GP Partido Popular;PP;ÚNICA;VI;;;;EmilioCarreira;;PP;1;1;
CEUTA;0;Ilmo. Sr. D. Francisco Javier Guerrero Gallego;GP Partido Popular;PP;ÚNICA;VI;;;;;;PP;1;1;
CEUTA;0;Ilmo. Sr. D. Fernando Enrique Ramos Oliva;GP Partido Popular;PP;ÚNICA;VI;;;;;;PP;1;1;
CEUTA;0;Ilmo. Sr. D. Jacob Hachuel Abecasis;GP Partido Popular;PP;ÚNICA;VI;;;;JacobHachuel;INACTIVO;PP;1;1;
CEUTA;0;Ilmo. Sr. D. Abdelhakim Abdeselam Al Lal;GP Partido Popular;PP;ÚNICA;VI;;;;;;PP;1;1;
CEUTA;1;Ilma. Sra. Dª. Adela María Nieto Sánchez;GP Partido Popular;PP;ÚNICA;VI;;;;aannss63;;PP;1;1;
CEUTA;0;Ilmo. Sr. D. Néstor José García León;GP Partido Popular;PP;ÚNICA;VI;;;;;;PP;1;1;
CEUTA;0;Ilmo. Sr. D. José Manuel Ávila Rivera;GP Partido Popular;PP;ÚNICA;VI;;;;;;PP;1;1;
CEUTA;0;Ilmo. Sr. D. Francisco Albiñana Morán;GP Partido Popular;PP;ÚNICA;VI;;;;;;PP;1;1;
CEUTA;1;Ilma. Sra. Dª. Fátima Mohamed Dosantos;GP Partido Popular;PP;ÚNICA;VI;;;;dosantosfm;;PP;1;1;
CEUTA;0;Ilmo. Sr. D. Mohamed Mohamed Ali;GP Coalición Caballas;;ÚNICA;VI;Portavoz;;;M_ALI_LEMAGUE;;PP;0;0;
CEUTA;0;Ilmo. Sr. D. Juan Luis Aróstegui Ruiz;GP Coalición Caballas;;ÚNICA;VI;;;;JuanLArostegui;;PP;0;0;
CEUTA;1;Ilma. Sra. Dª. Nayad Mohamed Achiban;GP Coalición Caballas;;ÚNICA;VI;;;;NayatM;;PP;0;0;
CEUTA;0;Ilmo. Sr. D. Mohamed Haidor Ahmed;GP Coalición Caballas;;ÚNICA;VI;;;;Mohamed_Haidor;;PP;0;0;
CEUTA;1;Excma. Sra. Dª. Mayda Daoud Abdelkader;GP PSOE;PSOE;ÚNICA;VI;Vicepresidenta segunda mesa;;;MaydaDaoud;;PP;0;0;
CEUTA;1;Ilma Sra. Dª. Nuria Miaja Chipirraz;GP PSOE;PSOE;ÚNICA;VI;;;;nuria_miaja;;PP;0;0;
CEUTA;0;Ilmo. Sr. D. José María Más Vallejo;GP PSOE;PSOE;ÚNICA;VI;;;;;;PP;0;0;
CEUTA;0;Ilmo. Sr. D. Manuel Hernández Peinado;GP PSOE;PSOE;ÚNICA;VI;Portavoz;;;mhpeinad;;PP;0;0;
CEUTA;1;Ilma. Sra. Dª. Fátima Hamed Hossain;GP Movimiento Por la Dignidad y la Ciudadanía;;ÚNICA;VI;;;;FatimaHHossain;;PP;0;0;
CEUTA;0;Ilmo. Sr. D. Reduan Mohamed Mohamed;GP Movimiento Por la Dignidad y la Ciudadanía;;ÚNICA;VI;;;;ReduanMM;;PP;0;0;
CEUTA;1;Ilma. Sra. Dª. Uidad Mohamed Mohamed;GP Movimiento Por la Dignidad y la Ciudadanía;;ÚNICA;VI;;;;WidedMohamed;;PP;0;0;
CEUTA;0;Ilmo. Sr. D. Javier Varga Pecharromán;GP Ciudadanos;Ciudadanos- Partido de la Ciudadanía;ÚNICA;VI;;;;;;PP;0;0;
MELILLA;0;D. Juan José Imbroda Ortiz;Grupo Popular;PP;ÚNICA;VI;Presidente Asamble;;;imbrodamelilla;;PP-PPL;1;1;
MELILLA;1;Dª. Cristina Rivas del Moral;Grupo Popular;PP;ÚNICA;VI;Vicepresidenta Primera;;;cristinarivasm1;;PP-PPL;1;1;
MELILLA;1;Dª. Dunia Al-Mansouri Umpierrez;Grupo Coalición Por Melilla;CpM;ÚNICA;VI;Vicepresidenta Segunda;;;d_alman;;PP-PPL;0;0;
MELILLA;0;D. Daniel Conesa Mínguez;Grupo Popular;PP;ÚNICA;VI;;;;DConesaMinguez;;PP-PPL;1;1;
MELILLA;1;Dª.  Isabel María Moreno Mohamed;Grupo Popular;PP;ÚNICA;VI;;;;imorenomelilla;;PP-PPL;1;1;
MELILLA;1;Dª. María de los Ángeles Grás Baeza;Grupo Popular;PP;ÚNICA;VI;;;;Mgrasbaeza;;PP-PPL;1;1;
MELILLA;0;D. Daniel Ventura Rizo;Grupo Popular;PP;ÚNICA;VI;;;;danielventurari;;PP-PPL;1;1;
MELILLA;1;Dª. María Antonia Garbín Espigares;Grupo Popular;PP;ÚNICA;VI;;;;;;PP-PPL;1;1;
MELILLA;0;D. Antonio Miranda Montilla;Grupo Popular;PP;ÚNICA;VI;;;;amiran02;;PP-PPL;1;1;
MELILLA;0;D. Francisco Villena Hernández;Grupo Popular;PP;ÚNICA;VI;;;;francucho01;;PP-PPL;1;1;
MELILLA;1;Dª. Carmen Pilar San Martín Muñoz;Grupo Popular;PP;ÚNICA;VI;;;;_Carmina__;;PP-PPL;1;1;
MELILLA;1;Dª. Esther Donoso García-Sacristán;Grupo Popular;PP;ÚNICA;VI;;;;estherdonoso;;PP-PPL;1;1;
MELILLA;1;Dª. Francisca Conde Ramírez;Grupo Popular;PP;ÚNICA;VI;;;;paquiconde;;PP-PPL;1;1;
MELILLA;0;D. Mustafa Hamed Moh Mohamed;Grupo Coalición Por Melilla;CpM;ÚNICA;VI;;;;;;PP-PPL;0;0;
MELILLA;0;D. Hassan Mohatar Maanan;Grupo Coalición Por Melilla;CpM;ÚNICA;VI;Portavoz;;;Hmohatar;;PP-PPL;0;0;
MELILLA;0;D. Mohamed Ahmed Al-Lal;Grupo Coalición Por Melilla;CpM;ÚNICA;VI;;;;mohahmedml;;PP-PPL;0;0;
MELILLA;1;Dª. Fatima Mohamed Kaddur;Grupo Coalición Por Melilla;CpM;ÚNICA;VI;;;;;;PP-PPL;0;0;
MELILLA;0;D. Abderrahim Mohamed Hammu;Grupo Coalición Por Melilla;CpM;ÚNICA;VI;;;;rahimcpm;;PP-PPL;0;0;
MELILLA;0;D. Rachid Bussian Mohamed;Grupo Coalición Por Melilla;CpM;ÚNICA;VI;;;;Bussi_za;;PP-PPL;0;0;
MELILLA;1;Dª. Gloria Rojas Ruiz;Grupo Socialista;PSOE;ÚNICA;VI;;;;ConGloriaRojas;;PP-PPL;0;0;
MELILLA;0;D. Francisco José Vizcaíno Sánchez;Grupo Socialista;PSOE;ÚNICA;VI;;;;P_Vizcaino;;PP-PPL;0;0;
MELILLA;1;Dª. Lamia Mohamed Kaddur;Grupo Socialista;PSOE;ÚNICA;VI;;;;MkLamia;;PP-PPL;0;0;
MELILLA;0;D. Eduardo de Castro González;Grupo Ciudadanos;Ciudadanos- Partido de la Ciudadanía;ÚNICA;VI;;;;EdeCastro;;PP-PPL;0;0;
MELILLA;0;D. Luis Julián Escobar Ruiz;Grupo Ciudadanos;Ciudadanos- Partido de la Ciudadanía;ÚNICA;VI;;;;;;PP-PPL;0;0;
MELILLA;1;Dª. María de la Paz Velázquez Clavarana (PPL);Grupo Populares en Libertad;PPL;ÚNICA;VI;;;;PazVelzquez;;PP-PPL;1;0;
ARA;1;Alegría Continente, María Pilar ;GP Socialista;PSOE;ZARAGOZA;IX;;;;Pilar_Alegria;;PSOE;1;0;
ARA;0;Aliaga López, José Arturo ;GP Partido Aragones;PAR;ZARAGOZA;IX;Portavoz de Grupo Parlamentario ;;;ArturoAliaga_;;PSOE;0;0;
ARA;1;Allué de Baro, María Elena ;GP Partido Aragones;PAR;ZARAGOZA;IX;;;;elenaallue;;PSOE;0;0;
ARA;1;Barba Borderías, Violeta ;GP Podemos Aragon;Podemos Aragon;ZARAGOZA;IX;Presidenta Mesa del Parlamento;;;violetbarba;;PSOE;0;0;
ARA;0;Beamonte Mesa, Luis María ;GP Popular;PP;ZARAGOZA;IX;;;;LuismaBeamonte;;PSOE;0;1;
ARA;1;Bella Rando, Amparo ;GP Podemos Aragon;Podemos Aragon;ZARAGOZA;IX;;;;amparelampa;;PSOE;0;0;
ARA;0;Briz Sánchez, Gregorio Jesús ;GP Mixto;CHA;ZARAGOZA;IX;Portavoz de Grupo Parlamentario ;;;GregorioBriz;;PSOE;0;0;
ARA;1;Cabrera Gil, Itxaso ;GP Podemos Aragon;Podemos Aragon;ZARAGOZA;IX;;;;ItxasoPodemos;;PSOE;0;0;
ARA;0;Campoy Monreal, Javier ;GP Popular;PP;ZARAGOZA;IX;;;;JavierCampoyM;;PSOE;0;1;
ARA;0;Celma Escuín, Ramón ;GP Popular;PP;ZARAGOZA;IX;;;;Ramon_Celma;;PSOE;0;1;
ARA;0;Clavería Ibáñez, Alfonso ;GP Podemos Aragon;Podemos Aragon;HUESCA;IX;;;;AlfonsoClave;;PSOE;0;0;
ARA;0;Corrales Palacio, Andoni ;GP Podemos Aragon;Podemos Aragon;HUESCA;IX;;;;kortady;;PSOE;0;0;
ARA;0;Cosculluela Bergua, Antonio José ;GP Socialista;PSOE;HUESCA;IX;;;;;;PSOE;1;0;
ARA;1;Díaz Calvo, María Eugenia ;GP Podemos Aragon;Podemos Aragon;ZARAGOZA;IX;Portavoz de Grupo Parlamentario ;;;MaruDaz1;;PSOE;0;0;
ARA;0;Domínguez Bujeda, Ramiro ;GP Ciudadanos;Ciudadanos;TERUEL;IX;;;;RDominguezCs;;PSOE;0;0;
ARA;0;Escartín Lasierra, Ignacio Miguel ;GP Podemos Aragon;Podemos Aragon;ZARAGOZA;IX;;;;Laenredadera;;PSOE;0;0;
ARA;1;Ferrando Lafuente, María José ;GP Popular;PP;HUESCA;IX;;;;MariaJosFerran2;;PSOE;0;1;
ARA;0;Galve Juan, Fernando Jesús ;GP Popular;PP;TERUEL;IX;;;;;;PSOE;0;1;
ARA;0;Gamarra Ezquerra, Carlos ;GP Podemos Aragon;Podemos Aragon;ZARAGOZA;IX;;;;CarlosGamarraU;;PSOE;0;0;
ARA;0;García Madrigal, Florencio ;GP Socialista;PSOE;ZARAGOZA;IX;Vicepresidente Primero de la Mesa;;;fgmadrigalPSOE;;PSOE;1;0;
ARA;1;García Muñoz, Isabel ;GP Socialista;PSOE;ZARAGOZA;IX;;;;isabeldemuel;;PSOE;1;0;
ARA;1;Gaspar Martínez, Susana ;GP Ciudadanos;Ciudadanos;ZARAGOZA;IX;Portavoz de Grupo Parlamentario ;;;susanagaspar_cs;;PSOE;0;0;
ARA;0;Gay Navarro, Raul ;GP Podemos Aragon;Podemos Aragon;ZARAGOZA;IX;;;;viajeroaitaca_;;PSOE;0;0;
ARA;0;González Celaya, Fernando ;GP Popular;PP;HUESCA;IX;;;;;;PSOE;0;1;
ARA;0;Guerrero de la Fuente, Jesús ;GP Partido Aragones;PAR;HUESCA;IX;;;;Jesussguerrero;;PSOE;0;0;
ARA;1;Guillén Campo, Lucía ;GP Partido Aragones;PAR;HUESCA;IX;;;;;;PSOE;0;0;
ARA;0;Guillén Izquierdo, Vicente ;GP Socialista;PSOE;TERUEL;IX;;;;vicenteguilleni;;PSOE;1;0;
ARA;1;Herrero Herrero, María ;GP Partido Aragones;PAR;TERUEL;IX;;;;MariaHerreroBis;;PSOE;0;0;
ARA;0;Lafuente Belmonte, Miguel Ángel ;GP Popular;PP;TERUEL;IX;;;;007lafuente;;PSOE;0;1;
ARA;0;Lambán Montañés, Francisco Javier ;GP Socialista;PSOE;ZARAGOZA;IX;;;;JLambanM;;PSOE;1;0;
ARA;0;Ledesma Gelas, Fernando ;GP Popular;PP;ZARAGOZA;IX;;;;FLEDESMAGELAS;;PSOE;0;1;
ARA;0;Lobón Sobrino, Modesto ;GP Popular;PP;ZARAGOZA;IX;;;;ModestoLobon;;PSOE;0;1;
ARA;1;Luquin Cabello, Ana Patricia ;GP Mixto;IU;ZARAGOZA;IX;;;;PatriciaLuquin;;PSOE;0;0;
ARA;1;Marín Pérez, Ana ;GP Popular;PP;TERUEL;IX;;;;;;PSOE;0;1;
ARA;1;Martínez Romances, Carmen ;GP Mixto;CHA;ZARAGOZA;IX;;;;CarmenMRomances;;PSOE;0;0;
ARA;0;Martínez Romero, José Javier ;GP Ciudadanos;Ciudadanos;ZARAGOZA;IX;;;;jmartinezcs;;PSOE;0;0;
ARA;1;Moratinos Gracia, Olvido ;GP Socialista;PSOE;HUESCA;IX;;;;OMoratinos;;PSOE;1;0;
ARA;0;Navarro Vicente, Miguel Ángel ;GP Popular;PP;TERUEL;IX;;;;mnavarrovicente;;PSOE;0;1;
ARA;0;Oliván Bellosta, Ricardo Francisco ;GP Popular;PP;HUESCA;IX;;;;RicardoOlivan;;PSOE;0;1;
ARA;1;Orós Lorente, María Ángeles ;GP Popular;PP;ZARAGOZA;IX;;;;MarianOros;;PSOE;0;1;
ARA;1;Pérez Esteban, María Teresa ;GP Socialista;PSOE;TERUEL;IX;;;;MaytePerez2;;PSOE;1;0;
ARA;0;Peris Millán, Eduardo ;GP Popular;PP;ZARAGOZA;IX;;;;eduardoperis;;PSOE;0;1;
ARA;1;Periz Peralta, Margarita ;GP Socialista;PSOE;HUESCA;IX;;;;Margaperiz;;PSOE;1;0;
ARA;1;Pescador Salueña, Desirée ;GP Ciudadanos;Ciudadanos;ZARAGOZA;IX;;;;DesireePescador;;PSOE;0;0;
ARA;1;Plantagenet-Whyte Pérez, Rosa ;GP Popular;PP;ZARAGOZA;IX;;;;rosaplantagenet;;PSOE;0;1;
ARA;1;Prades Alquézar, Marta ;GP Podemos Aragon;Podemos Aragon;TERUEL;IX;;;;martaprades66;;PSOE;0;0;
ARA;0;Pueyo García, Enrique ;GP Socialista;PSOE;HUESCA;IX;;;;quiqueainsa;;PSOE;1;0;
ARA;0;Sabés Turmo, Fernando ;GP Socialista;PSOE;HUESCA;IX;;;;fsabes;;PSOE;1;0;
ARA;0;Sada Beltrán, José Javier ;GP Socialista;PSOE;ZARAGOZA;IX;Portavoz de Grupo Parlamentario ;;;JavierSadaB;;PSOE;1;0;
ARA;0;Sancho Iñiguez, Herminio ;GP Socialista;PSOE;TERUEL;IX;;;;sancho_herminio;;PSOE;1;0;
ARA;0;Sancho Guardia, Alfredo ;GP Socialista;PSOE;HUESCA;IX;;;;;;PSOE;1;0;
ARA;0;Sansó Olmos, Jesús Esteban ;GP Ciudadanos;Ciudadanos;HUESCA;IX;;;;jsansoolmos;;PSOE;0;0;
ARA;1;Santos Loriente, Marta de ;GP Podemos Aragon;Podemos Aragon;HUESCA;IX;;;;Martafigonera;;PSOE;0;0;
ARA;1;Sanz Méliz, Erika ;GP Podemos Aragon;Podemos Aragon;HUESCA;IX;;;;ekrica;;PSOE;0;0;
ARA;1;Serrat Moré, Dolores ;GP Popular;PP;ZARAGOZA;IX;;;;;;PSOE;0;1;
ARA;0;Sierra Barreras, Román Alberto ;GP Podemos Aragon;Podemos Aragon;ZARAGOZA;IX;;;;roman_nin;;PSOE;0;0;
ARA;1;Soria Sarnago, Leticia ;GP Socialista;PSOE;ZARAGOZA;IX;;;;leti_soria;;PSOE;1;0;
ARA;0;Suárez Oriz, Antonio ;GP Popular;PP;ZARAGOZA;IX;;;;;;PSOE;0;1;
ARA;1;Susín Gabarre, Carmen María ;GP Popular;PP;HUESCA;IX;;;;;;PSOE;0;1;
ARA;0;Torres Millera, Antonio ;GP Popular;PP;HUESCA;IX;Vicepresidente Segundo de la Mesa;;;atorresmillera;;PSOE;0;1;
ARA;1;Vallés Cases, María Yolanda ;GP Popular;PP;TERUEL;IX;Secretaria Segunda de la Mesa;;;;;PSOE;0;1;
ARA;1;Vaquero Periánez, María del Mar ;GP Popular;PP;ZARAGOZA;IX;Portavoz de Grupo Parlamentario ;;;MarVaqueroPeria;;PSOE;0;1;
ARA;1;Vicente Lapuente, Julia ;GP Socialista;PSOE;TERUEL;IX;Secretaria Primera de la Mesa;;;julietavla;;PSOE;1;0;
ARA;0;Vicente Ocón, Héctor ;GP Podemos Aragon;Podemos Aragon;TERUEL;IX;;;;hecvio;;PSOE;0;0;
ARA;0;Villagrasa Villagrasa, Darío ;GP Socialista;PSOE;ZARAGOZA;IX;;;;Darvilvil;;PSOE;1;0;
ARA;1;Zamora Mora, Pilar Marimar ;GP Socialista;PSOE;ZARAGOZA;IX;;;;PilimarZamora;;PSOE;1;0;
ARA;1;Zapater Vera, Berta ;GP Partido Aragones;PAR;TERUEL;IX;;;;bertazapater;;PSOE;0;0;
CAN;0;Acuña Betancort, Marciano;GP Nacionalista Canario;CCa-PNC;LAS PALMAS;IX;;;;MarciCanarias;;CC-PCN-AHÍ - PSOE;1;0;
CAN;1;Acuña Machín, Gladis;GP Nueva Canarias;NCA;LAS PALMAS;IX;;;;AcunaMachin;;CC-PCN-AHÍ - PSOE;0;0;
CAN;1;Alemán Ojeda, Nayra;GP Socialista Canario;PSOE;LAS PALMAS;IX;;;;NayraAlemanOjed;;CC-PCN-AHÍ - PSOE;1;0;
CAN;1;Allende Riera, Belén;GP Nacionalista Canario;CCa-PNC;SANTA CRUZ DE TENERIFE;IX;;;;ballende1;;CC-PCN-AHÍ - PSOE;1;0;
CAN;0;Álvaro Lavandera, Iñaki;GP Socialista Canario;PSOE;LAS PALMAS;IX;;;;ialavandera;;CC-PCN-AHÍ - PSOE;1;0;
CAN;0;Antona Gómez, Asier;GP Popular;PP;SANTA CRUZ DE TENERIFE;IX;;;;asierantona;;CC-PCN-AHÍ - PSOE;0;1;
CAN;1;Arnaiz Martínez, Natividad;GP Podemos;Podemos;LAS PALMAS;IX;;;;natiarnaiz1;;CC-PCN-AHÍ - PSOE;0;0;
CAN;1;Beato Castellano, Socorro;GP Nacionalista Canario;CCa-PNC;SANTA CRUZ DE TENERIFE;IX;;;;socorrobeato;;CC-PCN-AHÍ - PSOE;1;0;
CAN;0;Cabrera de León, David;GP Nacionalista Canario;CCa-PNC;SANTA CRUZ DE TENERIFE;IX;;;;DavidCabreraDL;;CC-PCN-AHÍ - PSOE;1;0;
CAN;0;Cabrera González, Mario;GP Nacionalista Canario;CCa-PNC;LAS PALMAS;IX;Secretario Primero de la Mesa;;;;;CC-PCN-AHÍ - PSOE;1;0;
CAN;1;Cabrera Noda, Rosa Bella;GP Socialista Canario;PSOE;LAS PALMAS;IX;;;;;;CC-PCN-AHÍ - PSOE;1;0;
CAN;1;Calero Saavedra, Nereida;GP Nacionalista Canario;CCa-PNC;LAS PALMAS;IX;;;;;;CC-PCN-AHÍ - PSOE;1;0;
CAN;0;Campos Jiménez, Luis Alberto;GP Nueva Canarias;NCA;LAS PALMAS;IX;;;;lcamposj;;CC-PCN-AHÍ - PSOE;0;0;
