ccaa;gender;diputado;grupo;partido;provincia;legislatura;cargo;handle;;twitter account;;;
MUR;0;Juan Luis Pedreño Molina;GP Popular;PP;ÚNICA;IX;;;;juan_pedreno;INACTIVO;;
MUR;1;Rosa Peñalver Pérez;GP Socialista;PSOE;ÚNICA;IX;;;;;;;
MUR;1;Ana Ruiz Puerta;GP Popular;PP;ÚNICA;IX;;;;;;;
MUR;1;María Elena Ruiz Valderas;GP Popular;PP;ÚNICA;IX;;;;;;;
MUR;0;Miguel Sánchez López;GP Ciudadanos-Partido de la Ciudadanía;CIUDADANOS;ÚNICA;IX;;;;mikysalo;;;
MUR;0;Domingo José Segado Martínez;GP Popular;PP;ÚNICA;IX;;;;;;;
MUR;1;Isabel María Soler Hernández;GP Popular;PP;ÚNICA;IX;;;;isoleraguilas;;;
MUR;0;José Soria García;GP Popular;PP;ÚNICA;IX;;;;JoseSoriaGarcia;;;
MUR;0;Óscar Urralburu Arza;GP Podemos;PODEMOS;ÚNICA;IX;;;;oscarburu;;;
I. BALEARS;1;Hble. Sra. Margalida CABRER I GONZÁLEZ ;GP Popular;PP;MALLORCA;IX;;;;;;;
I. BALEARS;0;Hble. Sr. Antoni CAMPS I CASASNOVAS ;GP Popular;PP;MENORCA;IX;;;;AntoniCamps;;;
I. BALEARS;0;Hble. Sr. Gabriel COMPANY I BAUZÁ ;GP Popular;PP;MALLORCA;IX;;;;CompanyBiel;;;
I. BALEARS;1;Hble. Sra. Sandra FERNÁNDEZ I HERRANZ ;GP Popular;PP;MALLORCA;IX;;;;Sanfh;;;
I. BALEARS;0;Hble. Sr. Antonio GÓMEZ I PÉREZ ;GP Popular;PP;MALLORCA;IX;;;;;;;
I. BALEARS;0;Hble. Sr. Miquel A. JEREZ I JUAN ;GP Popular;PP;EIVISSA;IX;Secretari Segon mesa Parlament;;;miqueljerez;;;
I. BALEARS;0;Hble. Sr. Juan Manuel LAFUENTE I MIR ;GP Popular;PP;MENORCA;IX;;;;LafuenteJM;;;
I. BALEARS;1;Hble. Sra. María Tania MARÍ I MARÍ ;GP Popular;PP;EIVISSA;IX;;;;tania_ibz;;;
I. BALEARS;1;Hble. Sra. Margaret MERCADAL I CAMPS ;GP Popular;PP;MENORCA;IX;;;;margaretmercada;;;
I. BALEARS;0;Hble. Sr. Rafael NADAL I HOMAR ;GP Popular;PP;MALLORCA;IX;;;;;;;
I. BALEARS;1;Hble. Sra. Antònia PERELLÓ I JORQUERA ;GP Popular;PP;MALLORCA;IX;;;;;;;
I. BALEARS;1;Hble. Sra. Margarita PROHENS I RIGO ;GP Popular;PP;MALLORCA;IX;;;;MargaProhens;;;
I. BALEARS;1;Hble. Sra. Sara RAMÓN I ROSELLÓ ;GP Popular;PP;EIVISSA;IX;;;;sararamnrosell;;;
I. BALEARS;1;Hble. Sra. María José RIBAS I RIBAS ;GP Popular;PP;EIVISSA;IX;;;;MaraJosRibas1;;;
I. BALEARS;1;Hble. Sra. Maria Núria RIERA I MARTOS ;GP Popular;PP;MALLORCA;IX;;;;MNuriaRiera;;;
I. BALEARS;0;Hble. Sr. Vicent SERRA I FERRER ;GP Popular;PP;EIVISSA;IX;;;;VicentSerraF;;;
I. BALEARS;1;Hble. Sra. Misericordia SUGRAÑES I BARENYS ;GP Popular;PP;MENORCA;IX;;;;coiasu;;;
I. BALEARS;0;Hble. Sr. Santiago TADEO I FLORIT ;GP Popular;PP;MENORCA;IX;;;;;;;
I. BALEARS;0;Hble. Sr. Miquel VIDAL I VIDAL ;GP Popular;PP;MALLORCA;IX;Vicepresident segon Mesa parlament ;;;MiquelVidalv;;;
I. BALEARS;0;Hble. Sr. Andreu ALCOVER I ORDINAS ;GP Socialista;PSOE;MALLORCA;IX;;;;andreualcover;;;
I. BALEARS;1;Hble. Sra. Francesca Lluch ARMENGOL I SOCIAS ;GP Socialista;PSOE;MALLORCA;IX;;;;F_Armengol;;;
I. BALEARS;1;Hble. Sra. Elena BAQUERO I GONZÁLEZ ;GP Socialista;PSOE;MENORCA;IX;;;;elena_baquero1;;;
I. BALEARS;0;Hble. Sr. Damià BORRÀS I BARBER ;GP Socialista;PSOE;MENORCA;IX;;;;damiaborras;;;
I. BALEARS;1;Hble. Sra. Maria José CAMPS I ORFILA ;GP Socialista;PSOE;MENORCA;IX;;;;CampsOrf;;;
I. BALEARS;1;Hble. Sra. Silvia CANO I JUAN ;GP Socialista;PSOE;MALLORCA;IX;;;;silviacanojuan;;;
I. BALEARS;0;Hble. Sr. Enrique CASANOVA I PEIRO ;GP Socialista;PSOE;EIVISSA;IX;;;;EnrCasanova;;;
I. BALEARS;1;Hble. Sra. Pilar COSTA I SERRA ;GP Socialista;PSOE;EIVISSA;IX;;;;PilarCostaSerr1;;;
I. BALEARS;0;Hble. Sr. Jaime Juan GARAU I SALAS ;GP Socialista;PSOE;MALLORCA;IX;;;;;;;
I. BALEARS;1;Hble. Sra. Silvia LIMONES I COSTA ;GP Socialista;PSOE;EIVISSA;IX;;;;silvialimones;;;
I. BALEARS;1;Hble. Sra. Conxa OBRADOR I GUZMAN ;GP Socialista;PSOE;MALLORCA;IX;;;;ConxaGuzman;INACTIVO;;
I. BALEARS;1;Hble. Sra. Isabel Maria OLIVER I SAGRERAS ;GP Socialista;PSOE;MALLORCA;IX;;;;;;;
I. BALEARS;0;Hble. Sr. Xico TARRÉS I MARÍ ;GP Socialista;PSOE;EIVISSA;IX;;;;XicoTarres;;;
I. BALEARS;0;Hble. Sr. Vicenç THOMÀS I MULET ;GP Socialista;PSOE;MALLORCA;IX;Vicepresident primer mesa Parlament;;;vthomasm;;;
I. BALEARS;0;Hble. Sr. Salvador AGUILERA I CARRILLO ;GP Podem Illes Balears;Podemos;EIVISSA;IX;;;;salvaguilera;;;
I. BALEARS;1;Hble. Sra. Laura CAMARGO I FERNÁNDEZ ;GP Podem Illes Balears;Podemos;MALLORCA;IX;;;;Laurarevolta;;;
I. BALEARS;0;Hble. Sr. Alberto JARABO I VICENTE ;GP Podem Illes Balears;Podemos;MALLORCA;IX;;;;albertjarabo;;;
I. BALEARS;1;Hble. Sra. Marta MAICAS I ORTIZ ;GP Podem Illes Balears;Podemos;EIVISSA;IX;;;;martamaicas1;;;
I. BALEARS;0;Hble. Sr. David MARTÍNEZ I PABLO ;GP Podem Illes Balears;Podemos;MENORCA;IX;;;;damarpab;;;
I. BALEARS;0;Hble. Sr. Aitor MORRÁS I ALZUGARAY ;GP Podem Illes Balears;Podemos;EIVISSA;IX;;;;AitorMorras;;;
I. BALEARS;0;Hble. Sr. Baltasar PICORNELL I LLADÓ ;GP Podem Illes Balears;Podemos;MALLORCA;IX;President mesa Parlament;;;BaltiPicornell;;;
I. BALEARS;0;Hble. Sr. Carlos SAURA I LEÓN ;GP Podem Illes Balears;Podemos;MALLORCA;IX;;;;CarlosSauraL;;;
I. BALEARS;0;Hble. Sr. David ABRIL I HERVÁS ;GP Més per Mallorca;MÉS PER MALLORCA-PSM-ENTESA-INICIATIVAVERDS;MALLORCA;IX;;;;abrildavid;;;
I. BALEARS;0;Hble. Sr. Gabriel BARCELÓ I MILTA ;GP Més per Mallorca;MÉS PER MALLORCA-PSM-ENTESA-INICIATIVAVERDS;MALLORCA;IX;;;;bielbarcelo;;;
I. BALEARS;1;Hble. Sra. Isabel M. BUSQUETS I HIDALGO ;GP Més per Mallorca;MÉS PER MALLORCA-PSM-ENTESA-INICIATIVAVERDS;MALLORCA;IX;;;;busquets_bel;;;
I. BALEARS;1;Hble. Sra. Joana Aina CAMPOMAR I ORELL ;GP Més per Mallorca;MÉS PER MALLORCA-PSM-ENTESA-INICIATIVAVERDS;MALLORCA;IX;Secretària primera mesa parlament;;;jacampomar;;;
I. BALEARS;0;Hble. Sr. Josep FERRÀ I TERRASA ;GP Més per Mallorca;MÉS PER MALLORCA-PSM-ENTESA-INICIATIVAVERDS;MALLORCA;IX;;;;JosepFerra;;;
I. BALEARS;0;Hble. Sr. Antoni REUS I DARDER ;GP Més per Mallorca;MÉS PER MALLORCA-PSM-ENTESA-INICIATIVAVERDS;MALLORCA;IX;;;;a_reus;;;
I. BALEARS;0;Hble. Sr. Josep CASTELLS I BARÓ ;GP Més per Menorca;MÉS PER MENORCA;MENORCA;IX;;;;;;;
I. BALEARS;1;Hble. Sra. Patricia FONT I MARBÁN ;GP Més per Menorca;MÉS PER MENORCA;MENORCA;IX;;;;;;;
I. BALEARS;0;Hble. Sr. Nel MARTÍ I LLUFRIU ;GP Més per Menorca;MÉS PER MENORCA;MENORCA;IX;;;;nel_marti;;;
I. BALEARS;0;Hble. Sr. Jaume FONT I BARCELÓ ;GP El Pi PROPOSTA PER LES ILLES BALEARS;EL PI-PROPOSTA PER LES ILLES;MALLORCA;IX;;;;JaumeFont_;;;
I. BALEARS;0;Hble. Sr. Josep MELIÀ I QUES ;GP El Pi PROPOSTA PER LES ILLES BALEARS;EL PI-PROPOSTA PER LES ILLES;MALLORCA;IX;;;;JosepMelia;;;
I. BALEARS;1;Hble. Sra. M. Antònia SUREDA I MARTÍ ;GP El Pi PROPOSTA PER LES ILLES BALEARS;EL PI-PROPOSTA PER LES ILLES;MALLORCA;IX;;;;MAntSureda;;;
I. BALEARS;1;Hble. Sra. Olga BALLESTER I NEBOT ;GP MIXT;CIUDADANOS-PARTIDO DE LA CIUDADANIA;MALLORCA;IX;;;;ballesternebot;;;
I. BALEARS;0;Hble. Sr. Álvaro GIJÓN I CARRASCO ;GP MIXT;PP;MALLORCA;IX;;;;agijonc;;;
I. BALEARS;1;Hble. Sra. María Consuelo HUERTAS I CALATAYUD ;GP MIXT;PODEMOS;MALLORCA;IX;;;;XELOHUERTAS;;;
I. BALEARS;0;Hble. Sr. Xavier PERICAY I HOSTA ;GP MIXT;CIUDADANOS-PARTIDO DE LA CIUDADANIA;MALLORCA;IX;;;;xpericay;;;
I. BALEARS;1;Hble. Sra. Mª Montserrat SEIJAS I PATIÑO ;GP MIXT;PODEMOS;MENORCA;IX;;;;;;;
I. BALEARS;1;Hble. Sra. Sílvia TUR I RIBAS ;GP MIXT;GENTxFORMENTERA+PARTIT SOCIALISTA DE LES ILLES BALEARS;FORMENTERA;IX;;;;TurRibas;;;
GALICIA;1;Amigo Díaz, María Encarnación;Gpopular;PP;LUGO;X;;;;EncarnaAmigoSER;;;
GALICIA;1;Antón Vilasánchez, María Ángeles;Gpopular;PP;A CORUÑA;X;;;;mariaantn2;;;
GALICIA;1;Arias Rodríguez, Raquel;Gpopular;PP;LUGO;X;;;;Raquel_Arias_Ro;;;
GALICIA;0;Balseiros Guinarte, Silvestre José;Gpopular;PP;PONTEVEDRA;X;;;;;;;
GALICIA;0;Blanco Paradelo, Moisés;Gpopular;PP;OURENSE;X;;;;mblancoparadelo;;;
GALICIA;0;Calvo Pouso, Diego;Gpopular;PP;A CORUÑA;X;;;;DiegoCalvoPouso;;;
GALICIA;0;Castiñeira Broz, Jaime;Gpopular;PP;LUGO;X;;;;jaimecastineira;;;
GALICIA;0;Conde López, Francisco José;Gpopular;PP;LUGO;X;;;;;;;
GALICIA;1;Egerique Mosquera, Teresa;Gpopular;PP;PONTEVEDRA;X;;;;temtem23;;;
GALICIA;0;Fernández Gil, César Manuel;Gpopular;PP;OURENSE;X;;;;CesarRibadavia;;;
GALICIA;0;Fernández Prado, Martín;Gpopular;PP;A CORUÑA;X;;;;;;;
GALICIA;1;García Míguez, María Ángeles;Gpopular;PP;PONTEVEDRA;X;;;;Mariangami;;;
GALICIA;0;Gómez Salgado, Carlos;Gpopular;PP;OURENSE;X;;;;;;;
GALICIA;0;González Vázquez, José;Gpopular;PP;OURENSE;X;;;;jgonzavazquez;;;
GALICIA;0;López Crespo, Carlos Enrique;Gpopular;PP;A CORUÑA;X;;;;;;;
GALICIA;1;Mato Otero, Beatriz;Gpopular;PP;A CORUÑA;X;;;;BeatrizMato2017;;;
GALICIA;0;Moreira Ferro, Jacobo;Gpopular;PP;PONTEVEDRA;X;;;;JacoboMoreiraFe;;;
GALICIA;0;Mouriño Villar, Antonio;Gpopular;PP;OURENSE;X;;;;;;;
GALICIA;1;Murillo Solís, María Guadalupe;Gpopular;PP;PONTEVEDRA;X;;;;;;;
GALICIA;1;Novo Fariña, María Isabel;Gpopular;PP;PONTEVEDRA;X;;;;;;;
GALICIA;1;Nóvoa Iglesias, Marta;Gpopular;PP;OURENSE;X;;;;MartaNovoaMarta;;;
GALICIA;0;Núñez Centeno, Aurelio Alfonso;Gpopular;PP;A CORUÑA;X;;;;AurelioNez;;;
GALICIA;0;Núñez Feijóo, Alberto;Gpopular;PP;PONTEVEDRA;X;;;;FeijooGalicia;;;
GALICIA;0;Pazos Couñago, José Alberto;Gpopular;PP;PONTEVEDRA;X;;;;pazos_alberto;;;
GALICIA;1;Prado del Río, Paula;Gpopular;PP;A CORUÑA;X;Portavoz suplente;;;paulapra2;;;
GALICIA;0;Puy Fraga, Pedro;Gpopular;PP;A CORUÑA;X;Portavoz;;;;;;
GALICIA;1;Quintana Carballo, Rosa María;Gpopular;PP;A CORUÑA;X;;;;;;;
GALICIA;0;Rey Varela, José Manuel;Gpopular;PP;A CORUÑA;X;;;;JoseManuelRey;;;
GALICIA;1;Rodríguez Arias, Marta;Gpopular;PP;PONTEVEDRA;X;Portavoz suplente;;;MartaVilagarcia;;;
GALICIA;1;Rodríguez Barreira, María Julia;Gpopular;PP;LUGO;X;;;;;;;
GALICIA;0;Rodríguez Pérez, Moisés;Gpopular;PP;PONTEVEDRA;X;;;;MoisesRodrgue71;;;
GALICIA;1;Rodríguez-Vispo Rodríguez, Marta María;Gpopular;PP;OURENSE;X;;;;;;;
GALICIA;1;Romero Fernández, Cristina Isabel;Gpopular;PP;OURENSE;X;;;;cristinaourense;;;
GALICIA;0;Rueda Valenzuela, Alfonso;Gpopular;PP;PONTEVEDRA;X;;;;ARueda68;;;
GALICIA;1;Salorio Porral, María Soraya;Gpopular;PP;A CORUÑA;X;;;;SorayaSalorio;;;
GALICIA;0;Santalices Vieira, Miguel Ángel;Gpopular;PP;OURENSE;X;;;;;;;
GALICIA;0;Tellado Filgueira, Miguel Ángel;Gpopular;PP;A CORUÑA;X;Portavoz suplente;;;Mtelladof;;;
GALICIA;0;Trenor López, Gonzalo;Gpopular;PP;A CORUÑA;X;;;;gonzalotrenor;;;
GALICIA;0;Varela Suanzes-Carpegna, Daniel Luis;Gpopular;PP;LUGO;X;;;;;;;
GALICIA;1;Vázquez Domínguez, Sandra;Gpopular;PP;LUGO;X;;;;sandravazdom;;;
GALICIA;0;Vega Pérez, Daniel;Gpopular;PP;LUGO;X;;;;;;;
GALICIA;1;Barahona Martín, Magdalena;Grupo En Marea;EM;A CORUÑA;X;;;;Magda_Barahona;;;
GALICIA;0;Cal Ogando, Marcos;Grupo En Marea;EM;PONTEVEDRA;X;;;;marcoscal_;;;
GALICIA;0;Casal Vidal, Francisco;Grupo En Marea;EM;A CORUÑA;X;;;;panchocasal;;;
GALICIA;0;Chao Pérez, Luca;Grupo En Marea;EM;A CORUÑA;X;;;;LucaChao_;;;
GALICIA;1;Cuña Bóveda, María de los Ángeles;Grupo En Marea;EM;OURENSE;X;;;;Anxelescunha;;;
GALICIA;0;Lago Peñas, José Manuel;Grupo En Marea;EM;A CORUÑA;X;;;;ManuelLagoP;;;
GALICIA;0;Merlo Lorenzo, Juan José;Grupo En Marea;EM;PONTEVEDRA;X;;;;JMERL0;;;
GALICIA;1;Quinteiro Araújo, Paula;Grupo En Marea;EM;PONTEVEDRA;X;;;;pau_qa;;;
GALICIA;0;Rodríguez Estévez, David;Grupo En Marea;EM;OURENSE;X;;;;DavideManzaneda;aparece como diputado y tiene nombre pero el handle no coincide con los apellidos;;
GALICIA;0;Sánchez García, Antón;Grupo En Marea;EM;A CORUÑA;X;Portavoz suplente;;;AntonSanchezG;;;
GALICIA;1;Santos Queiruga, Carmen;Grupo En Marea;EM;PONTEVEDRA;X;Portavoz suplente;;;CarmenSantosQ;;;
GALICIA;1;Solla Fernández, Eva;Grupo En Marea;EM;PONTEVEDRA;X;Vicepresidenta Parlamento;;;eva_solla;;;
GALICIA;1;Vázquez Verao, Paula;Grupo En Marea;EM;LUGO;X;;;;paulaverao;;;
GALICIA;0;Villares Naveira, Luis;Grupo En Marea;EM;LUGO;X;Portavoz;;;VillaresLuis;;;
GALICIA;0;Álvarez Martínez, Luis Manuel;Grupo Socialista;PSdeG;LUGO;X;Portavoz suplente;;;;;;
GALICIA;1;Blanco Rodríguez, Noela;Grupo Socialista;PSdeG;OURENSE;X;Portavoz suplente;;;Noelablanco;;;
GALICIA;1;Burgo López, María de la Concepción;Grupo Socialista;PSdeG;LUGO;X;;;;;;;
GALICIA;0;Díaz Villoslada, Juan Manuel;Grupo Socialista;PSdeG;A CORUÑA;X;;;;juan_villoslada;;;
GALICIA;0;Fernández Fernández, Raúl;Grupo Socialista;PSdeG;OURENSE;X;;;;;;;
GALICIA;0;Fernández Leiceaga, Xoaquín María;Grupo Socialista;PSdeG;A CORUÑA;X;Portavoz;;;XoaquiFLeiceaga;;;
GALICIA;0;Losada Álvarez, Abel Fermín;Grupo Socialista;PSdeG;PONTEVEDRA;X;;;;AbelLosada;;;
GALICIA;0;Pérez Seco, José Manuel;Grupo Socialista;PSdeG;A CORUÑA;X;;;;;;;
GALICIA;1;Pierres López, María Luisa;Grupo Socialista;PSdeG;PONTEVEDRA;X;;;;;;;
GALICIA;0;Quiroga Díaz, José Antonio;Grupo Socialista;PSdeG;LUGO;X;;;;;;;
GALICIA;1;Rodríguez Rumbo, Matilde Begoña;Grupo Socialista;PSdeG;A CORUÑA;X;;;;begonacerceda;;;
GALICIA;1;Toja Suárez, María Dolores;Grupo Socialista;PSdeG;A CORUÑA;X;;;;loli_toja_laxe;;;
GALICIA;0;Torrado Quintela, Julio;Grupo Socialista;PSdeG;PONTEVEDRA;X;;;;juliotq;;;
GALICIA;1;Vilán Lorenzo, Patricia;Grupo Socialista;PSdeG;PONTEVEDRA;X;Portavoz suplente;;;patrivilan;;;
GALICIA;0;Bará Torres, Xosé Luis;Grupo BNG;BNG;PONTEVEDRA;X;;;;LuisBaraGz;;;
GALICIA;1;Pontón Mondelo, Ana Belén;Grupo BNG;BNG;A CORUÑA;X;Portavoz;;;anaponton;;;
GALICIA;1;Prado Cores, María Montserrat;Grupo BNG;BNG;PONTEVEDRA;X;Portavoz suplente;;;montseprado;;;
GALICIA;1;Presas Bergantiños, Noa;Grupo BNG;BNG;OURENSE;X;;;;noaourense;;;
GALICIA;0;Rivas Cruz, José Luis;Grupo BNG;BNG;A CORUÑA;X;;;;;;;
GALICIA;1;Rodil Fernández, Olalla;Grupo BNG;BNG;LUGO;X;Portavoz suplente;;;orodil;;;
CEUTA;0;Excmo. Sr. D. Juan Jesús Vivas Lara (PP);GP Partido Popular;PP;ÚNICA;VI;Presidente Asamblea;;;JuanJVivas;;;
CEUTA;1;Excma. Sra. Dª. Rocío Salcedo López (PP);GP Partido Popular;PP;ÚNICA;VI;Vicepresidenta primera mesa;;;Rocisalcedo;;;
CEUTA;1;Ilma. Sra. Dª. María Isabel Deu del Olmo;GP Partido Popular;PP;ÚNICA;VI;;;;mdeudel1;;;
CEUTA;0;Ilmo. Sr. D. Emilio Carreira Ruiz;GP Partido Popular;PP;ÚNICA;VI;;;;EmilioCarreira;;;
CEUTA;0;Ilmo. Sr. D. Francisco Javier Guerrero Gallego;GP Partido Popular;PP;ÚNICA;VI;;;;;;;
CEUTA;0;Ilmo. Sr. D. Fernando Enrique Ramos Oliva;GP Partido Popular;PP;ÚNICA;VI;;;;;;;
CEUTA;0;Ilmo. Sr. D. Jacob Hachuel Abecasis;GP Partido Popular;PP;ÚNICA;VI;;;;JacobHachuel;INACTIVO;;
CEUTA;0;Ilmo. Sr. D. Abdelhakim Abdeselam Al Lal;GP Partido Popular;PP;ÚNICA;VI;;;;;;;
CEUTA;1;Ilma. Sra. Dª. Adela María Nieto Sánchez;GP Partido Popular;PP;ÚNICA;VI;;;;aannss63;;;
CEUTA;0;Ilmo. Sr. D. Néstor José García León;GP Partido Popular;PP;ÚNICA;VI;;;;;;;
CEUTA;0;Ilmo. Sr. D. José Manuel Ávila Rivera;GP Partido Popular;PP;ÚNICA;VI;;;;;;;
CEUTA;0;Ilmo. Sr. D. Francisco Albiñana Morán;GP Partido Popular;PP;ÚNICA;VI;;;;;;;
CEUTA;1;Ilma. Sra. Dª. Fátima Mohamed Dosantos;GP Partido Popular;PP;ÚNICA;VI;;;;dosantosfm;;;
CEUTA;0;Ilmo. Sr. D. Mohamed Mohamed Ali;GP Coalición Caballas;;ÚNICA;VI;Portavoz;;;M_ALI_LEMAGUE;;;
CEUTA;0;Ilmo. Sr. D. Juan Luis Aróstegui Ruiz;GP Coalición Caballas;;ÚNICA;VI;;;;JuanLArostegui;;;
CEUTA;1;Ilma. Sra. Dª. Nayad Mohamed Achiban;GP Coalición Caballas;;ÚNICA;VI;;;;NayatM;;;
CEUTA;0;Ilmo. Sr. D. Mohamed Haidor Ahmed;GP Coalición Caballas;;ÚNICA;VI;;;;Mohamed_Haidor;;;
CEUTA;1;Excma. Sra. Dª. Mayda Daoud Abdelkader;GP PSOE;PSOE;ÚNICA;VI;Vicepresidenta segunda mesa;;;MaydaDaoud;;;
CEUTA;1;Ilma Sra. Dª. Nuria Miaja Chipirraz;GP PSOE;PSOE;ÚNICA;VI;;;;nuria_miaja;;;
CEUTA;0;Ilmo. Sr. D. José María Más Vallejo;GP PSOE;PSOE;ÚNICA;VI;;;;;;;
CEUTA;0;Ilmo. Sr. D. Manuel Hernández Peinado;GP PSOE;PSOE;ÚNICA;VI;Portavoz;;;mhpeinad;;;
CEUTA;1;Ilma. Sra. Dª. Fátima Hamed Hossain;GP Movimiento Por la Dignidad y la Ciudadanía;;ÚNICA;VI;;;;FatimaHHossain;;;
CEUTA;0;Ilmo. Sr. D. Reduan Mohamed Mohamed;GP Movimiento Por la Dignidad y la Ciudadanía;;ÚNICA;VI;;;;ReduanMM;;;
CEUTA;1;Ilma. Sra. Dª. Uidad Mohamed Mohamed;GP Movimiento Por la Dignidad y la Ciudadanía;;ÚNICA;VI;;;;WidedMohamed;;;
CEUTA;0;Ilmo. Sr. D. Javier Varga Pecharromán;GP Ciudadanos;Ciudadanos- Partido de la Ciudadanía;ÚNICA;VI;;;;;;;
MELILLA;0;D. Juan José Imbroda Ortiz;Grupo Popular;PP;ÚNICA;VI;Presidente Asamble;;;imbrodamelilla;;;
MELILLA;1;Dª. Cristina Rivas del Moral;Grupo Popular;PP;ÚNICA;VI;Vicepresidenta Primera;;;cristinarivasm1;;;
MELILLA;1;Dª. Dunia Al-Mansouri Umpierrez;Grupo Coalición Por Melilla;CpM;ÚNICA;VI;Vicepresidenta Segunda;;;d_alman;;;
MELILLA;0;D. Daniel Conesa Mínguez;Grupo Popular;PP;ÚNICA;VI;;;;DConesaMinguez;;;
MELILLA;1;Dª.  Isabel María Moreno Mohamed;Grupo Popular;PP;ÚNICA;VI;;;;imorenomelilla;;;
MELILLA;1;Dª. María de los Ángeles Grás Baeza;Grupo Popular;PP;ÚNICA;VI;;;;Mgrasbaeza;;;
MELILLA;0;D. Daniel Ventura Rizo;Grupo Popular;PP;ÚNICA;VI;;;;danielventurari;;;
MELILLA;1;Dª. María Antonia Garbín Espigares;Grupo Popular;PP;ÚNICA;VI;;;;;;;
MELILLA;0;D. Antonio Miranda Montilla;Grupo Popular;PP;ÚNICA;VI;;;;amiran02;;;
MELILLA;0;D. Francisco Villena Hernández;Grupo Popular;PP;ÚNICA;VI;;;;francucho01;;;
MELILLA;1;Dª. Carmen Pilar San Martín Muñoz;Grupo Popular;PP;ÚNICA;VI;;;;_Carmina__;;;
MELILLA;1;Dª. Esther Donoso García-Sacristán;Grupo Popular;PP;ÚNICA;VI;;;;estherdonoso;;;
MELILLA;1;Dª. Francisca Conde Ramírez;Grupo Popular;PP;ÚNICA;VI;;;;paquiconde;;;
MELILLA;0;D. Mustafa Hamed Moh Mohamed;Grupo Coalición Por Melilla;CpM;ÚNICA;VI;;;;;;;
MELILLA;0;D. Hassan Mohatar Maanan;Grupo Coalición Por Melilla;CpM;ÚNICA;VI;Portavoz;;;Hmohatar;;;
MELILLA;0;D. Mohamed Ahmed Al-Lal;Grupo Coalición Por Melilla;CpM;ÚNICA;VI;;;;mohahmedml;;;
MELILLA;1;Dª. Fatima Mohamed Kaddur;Grupo Coalición Por Melilla;CpM;ÚNICA;VI;;;;;;;
MELILLA;0;D. Abderrahim Mohamed Hammu;Grupo Coalición Por Melilla;CpM;ÚNICA;VI;;;;rahimcpm;;;
MELILLA;0;D. Rachid Bussian Mohamed;Grupo Coalición Por Melilla;CpM;ÚNICA;VI;;;;Bussi_za;;;
MELILLA;1;Dª. Gloria Rojas Ruiz;Grupo Socialista;PSOE;ÚNICA;VI;;;;ConGloriaRojas;;;
MELILLA;0;D. Francisco José Vizcaíno Sánchez;Grupo Socialista;PSOE;ÚNICA;VI;;;;P_Vizcaino;;;
MELILLA;1;Dª. Lamia Mohamed Kaddur;Grupo Socialista;PSOE;ÚNICA;VI;;;;MkLamia;;;
MELILLA;0;D. Eduardo de Castro González;Grupo Ciudadanos;Ciudadanos- Partido de la Ciudadanía;ÚNICA;VI;;;;EdeCastro;;;
MELILLA;0;D. Luis Julián Escobar Ruiz;Grupo Ciudadanos;Ciudadanos- Partido de la Ciudadanía;ÚNICA;VI;;;;;;;
MELILLA;1;Dª. María de la Paz Velázquez Clavarana (PPL);Grupo Populares en Libertad;;ÚNICA;VI;;;;PazVelzquez;;;
ARA;1;Alegría Continente, María Pilar ;GP Socialista;PSOE;ZARAGOZA;IX;;;;Pilar_Alegria;;;
ARA;0;Aliaga López, José Arturo ;GP Partido Aragones;PAR;ZARAGOZA;IX;Portavoz de Grupo Parlamentario ;;;ArturoAliaga_;;;
ARA;1;Allué de Baro, María Elena ;GP Partido Aragones;PAR;ZARAGOZA;IX;;;;elenaallue;;;
ARA;1;Barba Borderías, Violeta ;GP Podemos Aragon;Podemos Aragon;ZARAGOZA;IX;Presidenta Mesa del Parlamento;;;violetbarba;;;
ARA;0;Beamonte Mesa, Luis María ;GP Popular;PP;ZARAGOZA;IX;;;;LuismaBeamonte;;;
ARA;1;Bella Rando, Amparo ;GP Podemos Aragon;Podemos Aragon;ZARAGOZA;IX;;;;amparelampa;;;
ARA;0;Briz Sánchez, Gregorio Jesús ;GP Mixto;CHA;ZARAGOZA;IX;Portavoz de Grupo Parlamentario ;;;GregorioBriz;;;
ARA;1;Cabrera Gil, Itxaso ;GP Podemos Aragon;Podemos Aragon;ZARAGOZA;IX;;;;ItxasoPodemos;;;
ARA;0;Campoy Monreal, Javier ;GP Popular;PP;ZARAGOZA;IX;;;;JavierCampoyM;;;
ARA;0;Celma Escuín, Ramón ;GP Popular;PP;ZARAGOZA;IX;;;;Ramon_Celma;;;
ARA;0;Clavería Ibáñez, Alfonso ;GP Podemos Aragon;Podemos Aragon;HUESCA;IX;;;;AlfonsoClave;;;
ARA;0;Corrales Palacio, Andoni ;GP Podemos Aragon;Podemos Aragon;HUESCA;IX;;;;kortady;;;
ARA;0;Cosculluela Bergua, Antonio José ;GP Socialista;PSOE;HUESCA;IX;;;;;;;
ARA;1;Díaz Calvo, María Eugenia ;GP Podemos Aragon;Podemos Aragon;ZARAGOZA;IX;Portavoz de Grupo Parlamentario ;;;MaruDaz1;;;
ARA;0;Domínguez Bujeda, Ramiro ;GP Ciudadanos;Ciudadanos;TERUEL;IX;;;;RDominguezCs;;;
ARA;0;Escartín Lasierra, Ignacio Miguel ;GP Podemos Aragon;Podemos Aragon;ZARAGOZA;IX;;;;Laenredadera;;;
